Keyword,Mã HS,Dòng SP,Loại,Lớp 1,Lớp 2,Cluster_ID
"đèn, kích thước, chất liệu, led, nhôm, bộ phận, liệu hợp kim, đế tản nhiệt, sắt, chiếu sáng, guan weng yuan, shao guan weng, weng yuan pearly, gates furniture manufacturing, yuan pearly gates",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Thân bóng đèn,24
"đèn, kích thước, chất liệu, led, nhôm, bộ phận, liệu hợp kim, đế tản nhiệt, sắt, chiếu sáng, guan weng yuan, shao guan weng, weng yuan pearly, gates furniture manufacturing, yuan pearly gates",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Bộ phận đèn,60
"đèn, kích thước, chất liệu, led, nhôm, bộ phận, liệu hợp kim, đế tản nhiệt, sắt, chiếu sáng, guan weng yuan, shao guan weng, weng yuan pearly, gates furniture manufacturing, yuan pearly gates",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Máng đèn led dây,21
"đèn, kích thước, chất liệu, led, nhôm, bộ phận, liệu hợp kim, đế tản nhiệt, sắt, chiếu sáng, guan weng yuan, shao guan weng, weng yuan pearly, gates furniture manufacturing, yuan pearly gates",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Nắp chụp đèn treo tường,22
"khay trần canopy, trần canopy thép, canopy sắt kích, trần canopy sắt, canopy thép kích, thước 158 h36mm, h36mm sx đồ, mạ niken kích, liệu mạ niken, niken kích thước, tròn gắn trần, đế tròn gắn, kích thước 158, ốp trần, thước 130 h20",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,trần đặt phù viền,32
"đèn, kích thước, chất liệu, led, nhôm, bộ phận, liệu hợp kim, đế tản nhiệt, sắt, chiếu sáng, guan weng yuan, shao guan weng, weng yuan pearly, gates furniture manufacturing, yuan pearly gates",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Giá đỡ đèn LED,45
"đèn, kích thước, chất liệu, led, nhôm, bộ phận, liệu hợp kim, đế tản nhiệt, sắt, chiếu sáng, guan weng yuan, shao guan weng, weng yuan pearly, gates furniture manufacturing, yuan pearly gates",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Chao đèn kiểm hóa,28
"đèn, kích thước, chất liệu, led, nhôm, bộ phận, liệu hợp kim, đế tản nhiệt, sắt, chiếu sáng, guan weng yuan, shao guan weng, weng yuan pearly, gates furniture manufacturing, yuan pearly gates",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Vành đĩa đèn,29
"tản nhiệt đèn, nhiệt đèn led, đế tản nhiệt, đèn led đèn, led đèn led, đèn led kích, led kích thước, kim nhôm adc12, chất liệu hợp, liệu hợp kim, hợp kim nhôm, máng đèn, kích thước phi, đèn thép spcc, thép spcc phi",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Luồn tản nhiệt máng,51
"chiếu sáng, phận đèn chiếu, sáng lamp, thiết bị chiếu, sáng kích thước, guan weng yuan, shao guan weng, weng yuan pearly, gates furniture manufacturing, yuan pearly gates, pearly gates furniture, bộ phận đèn, ráp thiết bị, lắp ráp thiết, kích thước 02cm",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,chiếu sáng vành vật,44
"nắp, thiết bị chiếu, bị chiếu sáng, ráp thiết bị, lắp ráp thiết, kích thước 02cm, chiếu sáng kích, sáng kích thước, lamp cover kích, sáng lamp cover, cover kích thước, kiện đèn sắt, bảo vệ, phụ kiện đèn, furniture manufacturing fec",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Nắp bảo vệ thiết bị,15
"đèn, kích thước, chất liệu, led, nhôm, bộ phận, liệu hợp kim, đế tản nhiệt, sắt, chiếu sáng, guan weng yuan, shao guan weng, weng yuan pearly, gates furniture manufacturing, yuan pearly gates",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Vỏ đèn Led nhà xưởng,26
"tản nhiệt đèn, nhiệt đèn led, đế tản nhiệt, đèn led đèn, led đèn led, đèn led kích, led kích thước, kim nhôm adc12, hợp kim nhôm, chất liệu hợp, liệu hợp kim, nắp, mạ niken kích, liệu mạ niken, niken kích thước",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Đường chụp nắp tản,47
"hình, chữ chất liệu, thước 38 5x48x19mm, kích thước 39x32, thước 39x32 2x15, dụng đèn trần, phòng mổ đèn, mạ nhựa đồng, ống nối vành, đèn phòng mổ, mổ đèn rọi, nắp ống nối, đèn rọi đèn, rọi đèn pha, nhựa đồng bộ",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Màn máy tính hình,48
"chiếu sáng, phận đèn chiếu, sáng lamp, thiết bị chiếu, bộ phận đèn, guan weng yuan, shao guan weng, weng yuan pearly, gates furniture manufacturing, yuan pearly gates, pearly gates furniture, sáng kích thước, ráp thiết bị, lắp ráp thiết, kích thước 02cm",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Hắt sáng tấm chụp,49
"phụ kiện, kiện đèn, kích thước 02cm, ráp thiết bị, lắp ráp thiết, mạ niken kích, liệu mạ niken, niken kích thước, tròn gắn trần, đế tròn gắn, chiếu sáng kích, dành đèn led, sáng kích thước, kiện giá đỡ, giá đỡ dành",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Kiện đường,53
"đèn, kích thước, chất liệu, led, nhôm, bộ phận, liệu hợp kim, đế tản nhiệt, sắt, chiếu sáng, guan weng yuan, shao guan weng, weng yuan pearly, gates furniture manufacturing, yuan pearly gates",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Trụ đèn nhôm,61
"đèn, kích thước, chất liệu, led, nhôm, bộ phận, liệu hợp kim, đế tản nhiệt, sắt, chiếu sáng, guan weng yuan, shao guan weng, weng yuan pearly, gates furniture manufacturing, yuan pearly gates",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Chân đèn năng lượng,6
"đèn, kích thước, chất liệu, led, nhôm, bộ phận, liệu hợp kim, đế tản nhiệt, sắt, chiếu sáng, guan weng yuan, shao guan weng, weng yuan pearly, gates furniture manufacturing, yuan pearly gates",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Đèn trùm,7
"đèn, kích thước, chất liệu, led, nhôm, bộ phận, liệu hợp kim, đế tản nhiệt, sắt, chiếu sáng, guan weng yuan, shao guan weng, weng yuan pearly, gates furniture manufacturing, yuan pearly gates",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Van xả khí đèn,11
"đèn, base cover sắt, cover sắt kích, metal base cover, kích thước, vỏ đế metal, đế metal base, chất liệu, led, nhôm, bộ phận, vỏ đế sắt, đế sắt metal, liệu hợp kim, đế tản nhiệt",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Nắp đèn bằng sắt,25
"khay trần canopy, trần canopy thép, canopy sắt kích, trần canopy sắt, canopy thép kích, thước 158 h36mm, h36mm sx đồ, mạ niken kích, liệu mạ niken, niken kích thước, tròn gắn trần, đế tròn gắn, đường, kích thước 158, kính",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,đường kính trần tròn,41
"kim loại, đế đèn ốp, ray dali dt8, dali dt8 kích, thanh ray dali, dt8 kích thước, đèn ốp tường, ốp tường kim, đèn kim, kích thước l1500mm, ray on off, off kích thước, thước l1500mm kim, thanh ray on, on off kích",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Chưa phân loại,59
"đèn, kích thước, chất liệu, led, nhôm, bộ phận, liệu hợp kim, đế tản nhiệt, sắt, chiếu sáng, guan weng yuan, shao guan weng, weng yuan pearly, gates furniture manufacturing, yuan pearly gates",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Linh kiện đèn thờ,2
"đèn, kích thước, chất liệu, led, nhôm, bộ phận, liệu hợp kim, đế tản nhiệt, sắt, chiếu sáng, guan weng yuan, shao guan weng, weng yuan pearly, gates furniture manufacturing, yuan pearly gates",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Chân đế đèn,13
"ống, đường kính 14, kính 14 25mm, nhôm inox kích, liệu nhôm inox, cáp chất liệu, bọc cáp chất, phòng mổ đèn, mạ nhựa đồng, vành hình trang, nối vành hình, đèn phòng mổ, mổ đèn rọi, hình trang trí, đèn rọi đèn",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Ống bọc cáp,46
"bộ phận đèn, phận đèn chiếu, guan weng yuan, shao guan weng, weng yuan pearly, gates furniture manufacturing, yuan pearly gates, pearly gates furniture, đèn chiếu sáng, chiếu sáng lamp, đèn đồng, phận đèn led, phận đèn lamp, thau bộ phận, đồng thau bộ",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Chóa phận hướng sâu,50
"nhôm, liệu hợp kim, chất liệu hợp, tản nhiệt đèn, nhiệt đèn led, đế tản nhiệt, led đèn led, đèn led đèn, đèn led kích, led kích thước, kích thước phi, vỏ đèn, đèn led hợp, led hợp kim, chip led nguồn",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Tản nhiệt nhôm,57
"đèn, base cover sắt, cover sắt kích, metal base cover, kích thước, vỏ đế metal, đế metal base, chất liệu, led, nhôm, bộ phận, vỏ đế sắt, đế sắt metal, liệu hợp kim, đế tản nhiệt",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Thanh đỡ đèn trang trí,19
"base cover sắt, cover sắt kích, metal base cover, vỏ đế metal, đế metal base, vỏ đế sắt, đế sắt metal, backplate sắt kích, quái backplate sắt, sắt metal base, đèn sắt, thước 254 32mm, guan weng yuan, shao guan weng, weng yuan pearly",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,sắt base lamp,31
"nhôm, liệu hợp kim, chất liệu hợp, nhiệt đèn led, tản nhiệt đèn, led đèn led, đèn led đèn, đế tản nhiệt, đèn led kích, led kích thước, kích thước phi, vỏ đèn, đèn led hợp, led hợp kim, chip led nguồn",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,phích cắm nhôm,39
"thước 62 26, khoá cố định, chốt khoá cố, cố định đèn, tường, hình chữ chất, định hình chữ, cố định hình, bóng đèn, cố định chất, định chất liệu, định đèn led, đế đèn ốp, chữ chất liệu, thước 38 5x48x19mm",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Bóng kèm định tường,52
"đèn, kích thước, chất liệu, led, nhôm, bộ phận, liệu hợp kim, đế tản nhiệt, sắt, chiếu sáng, guan weng yuan, shao guan weng, weng yuan pearly, gates furniture manufacturing, yuan pearly gates",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Nắp đèn,5
"đèn, kích thước, chất liệu, led, nhôm, bộ phận, liệu hợp kim, đế tản nhiệt, sắt, chiếu sáng, guan weng yuan, shao guan weng, weng yuan pearly, gates furniture manufacturing, yuan pearly gates",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Khung đèn UV,10
"đèn, kích thước, chất liệu, led, nhôm, bộ phận, liệu hợp kim, đế tản nhiệt, sắt, chiếu sáng, guan weng yuan, shao guan weng, weng yuan pearly, gates furniture manufacturing, yuan pearly gates",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Thanh đỡ đèn,12
"đèn, kích thước, chất liệu, led, nhôm, bộ phận, liệu hợp kim, đế tản nhiệt, sắt, chiếu sáng, guan weng yuan, shao guan weng, weng yuan pearly, gates furniture manufacturing, yuan pearly gates",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Mạch dây bóng đèn,17
"đèn, base cover sắt, cover sắt kích, metal base cover, kích thước, vỏ đế metal, đế metal base, chất liệu, led, nhôm, bộ phận, vỏ đế sắt, đế sắt metal, liệu hợp kim, đế tản nhiệt",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Miếng lót trong đèn,18
"đèn, kích thước, chất liệu, led, nhôm, bộ phận, liệu hợp kim, đế tản nhiệt, sắt, chiếu sáng, guan weng yuan, shao guan weng, weng yuan pearly, gates furniture manufacturing, yuan pearly gates",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Giá đỡ thân đèn treo tường,23
"nhôm, liệu hợp kim, chất liệu hợp, nhiệt đèn led, tản nhiệt đèn, led đèn led, đèn led đèn, đế tản nhiệt, đèn led kích, led kích thước, kích thước phi, vỏ đèn, đèn led hợp, led hợp kim, chip led nguồn",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,đui bọc nhôm,36
"nhôm, liệu hợp kim, chất liệu hợp, nhiệt đèn led, tản nhiệt đèn, led đèn led, đèn led kích, đèn led đèn, led kích thước, đế tản nhiệt, thước 62 26, khoá cố định, chốt khoá cố, kích thước phi, cố định đèn",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,định tấm nhôm,43
"lắp ráp, ráp thiết bị, kích thước 02cm, chiếu sáng kích, sáng kích thước, thiết bị chiếu, bị chiếu sáng, dạng, ráp đèn, sắt lắp, hộp, phụ kiện đèn, nguồn đèn led, nhựa lắp, kiện đèn sắt",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Siêu hộp lắp dạng,54
"đèn, kích thước, chất liệu, led, nhôm, bộ phận, liệu hợp kim, đế tản nhiệt, sắt, chiếu sáng, guan weng yuan, shao guan weng, weng yuan pearly, gates furniture manufacturing, yuan pearly gates",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Khung giữ chụp đèn,16
"đèn, kích thước, chất liệu, led, nhôm, bộ phận, liệu hợp kim, đế tản nhiệt, sắt, chiếu sáng, guan weng yuan, shao guan weng, weng yuan pearly, gates furniture manufacturing, yuan pearly gates",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Phần thờ đèn,27
"đèn led, nhôm, chất liệu, liệu hợp kim, tản nhiệt đèn, led kích thước, đế tản nhiệt, led đèn, led chất, vỏ đèn, led thép kích, kích thước phi, giá đỡ dành, đỡ dành đèn, phụ kiện giá",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,nhôm chao led,35
"tản nhiệt đèn, nhiệt đèn led, đế tản nhiệt, led đèn led, đèn led đèn, đèn led kích, led kích thước, kim nhôm adc12, chất liệu hợp, liệu hợp kim, hợp kim nhôm, kích thước phi, tấm, hình chữ chất, định hình chữ",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,công tản nhiệt tấm,37
"ngoài trời, trời chất liệu, led nguồn kt, zhongshan dihan lighting, chip led, sử dụng ngoài, vỏ đèn chip, led chiếu, lượng mặt trời, năng lượng mặt, chiếu sáng ngoài, đèn năng lượng, bao gồm nguồn, đã khoan lỗ, vỏ đèn đường",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,chờ vít bắt trời,38
"phụ kiện, kiện đèn, máng đèn, kích thước 02cm, ráp thiết bị, lắp ráp thiết, chiếu sáng kích, dành đèn led, sáng kích thước, kiện giá đỡ, chất liệu sắt, giá đỡ dành, đỡ dành đèn, tường, thiết bị chiếu",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,phụ máng tường kiện,42
"base cover sắt, cover sắt kích, metal base cover, vỏ đế metal, đế metal base, bộ phận đèn, vỏ đế sắt, đế sắt metal, bảng bát quái, bát quái backplate, backplate sắt kích, quái backplate sắt, đèn chiếu sáng, đồ trang trí, sx đồ trang",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Bóng phận trí dạng,55
"nguồn, đèn chip led, vỏ đèn chip, zhongshan dihan lighting, hộp, trời chất liệu, ngoài trời chất, cộng chất liệu, công cộng chất, khu công cộng, đựng dây đèn, lamp lines box, thước 113 15, thanh ép, chất liệu nhôm",94059950,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — gốm / sứ / kim loại,Nguồn hộp,56
"phủ r116 fi90, sơn phủ r116, light 9w 13w, r116 fi90 sản, down light 9w, vành, trần đèn led, nanyang licheng arts, trang trí thờ, licheng arts crafts, trí thờ cúng, choá chụp pát, phận đèn trang, chụp pát đế, pát đế tản",94059990,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — loại khác,Vành Pát Thờ Cúng,1
"đèn, led, sản xuất, phụ kiện, bộ phận, kích thước, nhôm, sáng, nhựa, thân, bán thành phẩm, thép, chất liệu, nhãn hiệu, chiếu",94059990,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — loại khác,[OUTLIER] đèn led kiện,-1
"chiếu sáng, đai ốc mũ, mũ ren thép, xuất đèn chiếu, ốc mũ ren, đèn thép, bán thành phẩm, thép bán thành, phẩm sản xuất, thành phẩm sản, nut, sáng housing, ráp thiết bị, lắp ráp thiết, thép b4411603 1646",94059990,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — loại khác,Bán Thành Thép Chiếu,13
"đèn, led, sản xuất, phụ kiện, bộ phận, kích thước, nhôm, sáng, nhựa, thân, bán thành phẩm, thép, chất liệu, nhãn hiệu, thành phẩm sản",94059990,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — loại khác,Vỏ bọc đèn,17
"gắn, bản mạch, bảng, bộ khung đèn, cụm phát sáng, bao gồm led, gồm led đi, led đi ốt, mạch đã, phát sáng smjd, đèn bao gồm, đèn thông số, bản đèn led, tấm bản đèn, tường idl",94059990,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — loại khác,gắn cụm phát bản,92
"bản mạch, bảng, tấm, mạch đã gắn, ráp thiết bị, lắp ráp thiết, kích thước 288, thước 288 36, ốt gắn bản, đi ốt gắn, cụm phát sáng, bao gồm led, gồm led đi, led đi ốt, phát sáng smjd",94059990,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — loại khác,Bản Hạt Tấm Mềm,10
"bảng, đèn thông số, apc, trov, digital led board, led board assy, led pcba, luxeon hl1z, lumileds, đèn ốp nổi, cri 2ft luxeon, nhiệt chất liệu, rọi nổi đèn, nổi đèn rọi, đèn rọi nổi",94059990,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — loại khác,bảng tái,97
"phản quang reflective, quang reflective paper, reflective paper 4smd, paper 4smd 5cctpet, reflective paper 5smd, paper 5smd 5cctpet, đền down light, fi90 sản xuất, nhôm sơn phủ, xuất đền down, sản xuất đền, phủ r116 fi90, sơn phủ r116, light 9w 13w, r116 fi90 sản",94059990,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — loại khác,Phản Vành Giấy Sơn,11
"đai ốc mũ, mũ ren thép, ốc mũ ren, đèn thép, thép bán thành, phẩm sản xuất, thành phẩm sản, chiếu sáng housing, nut, bán thành phẩm, xuất đèn chiếu, đèn chiếu sáng, thép b4411603 1646, ren thép b4411603, thép phi10 32",94059990,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — loại khác,Thép TĐMĐSDSP,9
"đèn, led, sản xuất, phụ kiện, bộ phận, kích thước, nhôm, sáng, nhựa, thân, bán thành phẩm, thép, chất liệu, nhãn hiệu, chiếu",94059990,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — loại khác,Phụ tùng đèn thoát hiểm,37
"cố định, định đèn, vỏ đèn sắt, định vỏ đèn, chốt khóa cố, sáng snap joint, chiếu sáng snap, sắt sản xuất, đèn sắt sản, bộ đèn led, kiện bộ đèn, đèn hợp kim, ngoài trời giá, trời giá cố, mạ niken",94059990,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — loại khác,Khóa Chốt Định MĐSD,14
"đèn, led, sản xuất, phụ kiện, bộ phận, kích thước, nhôm, sáng, nhựa, thân, bán thành phẩm, thép, chất liệu, nhãn hiệu, thành phẩm sản",94059990,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — loại khác,Bộ phận đèn LED,48
"phụ tùng, chóa, lắp đặt, miếng nhựa, tùng đèn thoát, phụ kiện lắp, đặt đèn led, nhựa cam, hệ thống đèn, gói phụ, tùng lắp, đặt hệ thống, đèn rọi led, rọi led rs378z, hiểm bao gồm",94059990,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — loại khác,tùng thống đặt chóa,80
"cuộn biến áp, biến áp quạt, áp quạt mini, đèn led kxđ, cảm biến, thông minh đèn, minh đèn led, kiện cấp nguồn, phụ kiện cấp, biến thông minh, phụ kiện cảm, điều khiển, cấp nguồn đèn, nguồn đèn led, biến lm gk",94059990,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — loại khác,kxđ cảm biến khiển,98
"đèn, led, sản xuất, phụ kiện, bộ phận, kích thước, nhôm, sáng, nhựa, thân, bán thành phẩm, thép, chất liệu, nhãn hiệu, thành phẩm sản",94059990,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — loại khác,Thân đèn bảo vệ,18
"đèn, led, sản xuất, phụ kiện, bộ phận, kích thước, nhôm, sáng, nhựa, thân, bán thành phẩm, chất liệu, thép, nhãn hiệu, thành phẩm sản",94059990,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — loại khác,Máng đèn led,41
"đèn, led, sản xuất, phụ kiện, bộ phận, kích thước, nhôm, sáng, nhựa, thân, bán thành phẩm, thép, chất liệu, nhãn hiệu, thành phẩm sản",94059990,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — loại khác,Vỏ đèn,15
"đèn, led, sản xuất, phụ kiện, bộ phận, kích thước, nhôm, sáng, nhựa, thân, bán thành phẩm, thép, chất liệu, nhãn hiệu, thành phẩm sản",94059990,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — loại khác,Khung vỏ đèn LED,49
"đèn, led, sản xuất, phụ kiện, bộ phận, kích thước, nhôm, sáng, nhựa, thân, bán thành phẩm, thép, chất liệu, nhãn hiệu, thành phẩm sản",94059990,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — loại khác,Bộ phận đèn Led,38
"đèn led, bộ phận đèn, nhôm, vỏ đèn, phụ kiện, mạch, bảng, âm trần, led vỏ, đã gắn nối, bao gồm, ốt gắn bản, đi ốt gắn, cụm phát sáng, gồm led đi",94059990,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — loại khác,Bảng mắt LED,68
"đèn, led, sản xuất, phụ kiện, bộ phận, kích thước, nhôm, sáng, nhựa, thân, bán thành phẩm, thép, chất liệu, nhãn hiệu, thành phẩm sản",94059990,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — loại khác,Đui đèn,69
"đèn, led, sản xuất, phụ kiện, bộ phận, kích thước, nhôm, sáng, nhựa, thân, bán thành phẩm, thép, chất liệu, nhãn hiệu, thành phẩm sản",94059990,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — loại khác,Bán thành phẩm đèn,73
"đèn, led, sản xuất, phụ kiện, bộ phận, kích thước, nhôm, sáng, nhựa, thân, bán thành phẩm, thép, chất liệu, nhãn hiệu, thành phẩm sản",94059990,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — loại khác,Viền chóa đèn rọi,21
"phụ kiện, kiện đèn, dụng ngoài trời, tần số 50hz, số 50hz yue, yue xing lighting, xing lighting sử, lighting sử dụng, sử dụng ngoài, trụ sân vườn, euroto điện áp, áp 220v tần, cố định, kiện chiếu sáng, bụi kt 230",94059990,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — loại khác,giá định phụ trời,96
"đèn, led, sản xuất, phụ kiện, bộ phận, kích thước, nhôm, sáng, nhựa, thân, bán thành phẩm, thép, chất liệu, nhãn hiệu, thành phẩm sản",94059990,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — loại khác,Chụp đèn,105
"hiệu quảng cáo, tạo hình chữ, hình chữ chiếu, chiếu sáng biển, sáng biển hiệu, biển hiệu quảng, chữ chiếu sáng, dạng cuộn led, mềm dạng cuộn, cuộn led lamp, led dây mềm, dây mềm dạng, công suất 12v, bịch 1000 hạt, chuỗi 10 chuỗi",94059990,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — loại khác,tạo cáo quảng biển,82
"đèn, led, sản xuất, phụ kiện, bộ phận, kích thước, nhôm, sáng, nhựa, thân, bán thành phẩm, thép, chất liệu, nhãn hiệu, thành phẩm sản",94059990,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — loại khác,Vỏ đèn LED,45
"thân đèn, đèn thép bán, thép bán thành, phẩm sản xuất, thành phẩm sản, chiếu sáng housing, xuất đèn chiếu, đèn chiếu sáng, bán thành phẩm, sắt, sản xuất đèn, tấm, ráp thiết bị, lắp ráp thiết, kích thước 288",94059990,SP ĐÈN/THIẾT BỊ CHIẾU SÁNG,LK,Bộ phận đèn — loại khác,Tấm Sắt Thân,0
